RANK,MOVEMENT,PLAYER_ID,PLAYER,VICTORIES
42,-1,29478,Kevin Kisner,0
42,-1,32757,Patton Kizzire,0
42,-1,22986,Søren Kjeldsen,0
42,-1,58658,Peter Knade,0
42,-1,47420,Jake Knapp,0
42,-1,30959,Alexander Knappe,0
42,-1,63671,William Knauth,0
42,-1,54813,Philip Knowles,0
42,-1,33122,Russell Knox,0
42,-1,56987,Jeong Weon Ko,0
42,-1,59871,Greg Koch,0
42,-1,32816,Satoshi Kodaira,0
42,-1,30944,Jason Kokrak,0
42,-1,61412,Nelly Korda,0
42,-1,47461,Andrew Kozan,0
42,-1,35879,Kelly Kraft,0
42,-1,23108,Matt Kuchar,0
42,-1,58696,Peter Kuest,0
42,-1,60547,Tommy Kuhl,0
42,-1,34317,Joakim Lagergren,0
42,-1,31420,Anirban Lahiri,0
42,-1,59495,Eddy Lai,0
42,-1,27936,Martin Laird,0
42,-1,27797,Derek Lamely,0
42,-1,54422,Christo Lamprecht,0
42,-1,33410,Andrew Landry,0
42,-1,54604,Joey Lane,0
42,-1,37250,Romain Langasque,0
42,-1,01666,Bernhard Langer,0
42,-1,51569,Peter Lansburgh,0
42,-1,29670,Pablo Larrazabal,0
42,-1,65310,Anders Larson,0
42,-1,28775,Nate Lashley,0
42,-1,34364,David Law,0
42,-1,45523,Thriston Lawrence,0
42,-1,49766,Hank Lebioda,0
42,-1,37124,Roberto Lebrija,0
42,-1,60215,Alex Lee,0
42,-1,29926,Danny Lee,0
42,-1,54468,Joshua Lee,0
42,-1,32791,K.H. Lee,0
42,-1,37378,Min Woo Lee,0
42,-1,52373,Walker Lee,0
42,-1,49337,Thomas Lehman,0
42,-1,27466,Spencer Levin,0
42,-1,34579,Alexander Levy,0
42,-1,35296,Haotong Li,0
42,-1,11032,Frank Lickliter II,0
42,-1,46837,Yuxin Lin,0
42,-1,48293,Mikael Lindberg,0
42,-1,37278,Nicholas Lindheim,0
42,-1,34409,David Lingmerth,0
42,-1,36326,David Lipsky,0
42,-1,37447,Zander Lombard,0
42,-1,35449,Adam Long,0
42,-1,55509,Hurly Long,0
42,-1,58936,Thomas Longbella,0
42,-1,01706,Davis Love III,0
42,-1,63958,Taylor Lowe,0
42,-1,40162,Justin Lower,0
42,-1,33204,Shane Lowry,0
42,-1,28300,Joost Luiten,0
42,-1,39830,Xuewen Luo,0
42,-1,01717,Sandy Lyle,0
42,-1,46368,Stuart Macdonald,0
42,-1,52215,Robert MacIntyre,0
42,-1,50006,Willie Mack III,0
42,-1,65373,Alex Maguire,0
42,-1,34466,Peter Malnati,0
42,-1,59137,RJ Manke,0
42,-1,54190,Richard Mansell,0
42,-1,60422,Enrique Marin Santander,0
42,-1,58693,George Markham,0
42,-1,33413,Ben Martin,0
42,-1,65252,Kyle Martin,0
42,-1,51927,Reid Martin,0
42,-1,39489,Bobby Massa,0
42,-1,64136,Jesse Massie,0
42,-1,32839,Hideki Matsuyama,0
42,-1,51491,Brandon Matthews,0
42,-1,64577,Kyle Maxwell,0
42,-1,60203,Jon Mayer,0
42,-1,47993,Denny McCarthy,0
42,-1,57736,Matthew McClean,0
42,-1,47737,Logan McCracken,0
42,-1,55421,Chip McDaniel,0
42,-1,31202,William McGirt,0
42,-1,51950,Max McGreevy,0
42,-1,50823,Tom McKibbin,0
42,-1,53914,Connor McKinney,0
42,-1,24449,Parker McLachlin,0
42,-1,46442,Maverick McNealy,0
42,-1,24490,George McNeill,0
42,-1,59143,Mac Meissner,0
42,-1,33674,Adrian Meronk,0
42,-1,32640,Troy Merritt,0
42,-1,36754,Andre Metzger,0
42,-1,06515,Shaun Micheel,0
42,-1,47102,David Micheluzzi,0
42,-1,01810,Phil Mickelson,0
42,-1,39834,Guido Migliozzi,0
42,-1,39546,Keith Mitchell,0
42,-1,01823,Larry Mize,0
42,-1,57860,Maxwell Moldovan,0
42,-1,23814,Edoardo Molinari,0
42,-1,25198,Francesco Molinari,0
42,-1,55789,Taylor Montgomery,0
42,-1,26596,Ryan Moore,0
42,-1,64690,Omar Morales,0
42,-1,29256,James Morrison,0
42,-1,63121,William Mouw,0
42,-1,28593,Jesse Mueller,0
42,-1,50489,Kyle Mueller,0
42,-1,46601,Trey Mullinax,0
42,-1,48822,Sebastián Muñoz,0
42,-1,59146,Sam Murphy,0
42,-1,34213,Grayson Murray,0
42,-1,25396,Kevin Na,0
42,-1,39537,Chris Naegel,0
42,-1,28521,Ryutaro Nagano,0
42,-1,49228,Keita Nakajima,0
42,-1,32344,Lukas Nemecz,0
42,-1,45729,Drew Nesbitt,0
42,-1,36871,Matt NeSmith,0
42,-1,58188,James Nicholas,0
42,-1,51635,Chris Nido,0
42,-1,45486,Joaquin Niemann,0
42,-1,56272,Wilco Nienaber,0
42,-1,56320,Bryson Nimmer,0
42,-1,29289,S.Y. Noh,0
42,-1,27349,Alex Noren,0
42,-1,65280,Niklas Norgaard,0
42,-1,30163,Henrik Norlander,0
42,-1,51997,Andrew Novak,0
42,-1,36724,Augusto Núñez,0
42,-1,64431,David Nyfjall,0
42,-1,24140,Sean O'Hair,0
42,-1,52575,Paul O'Hara,0
42,-1,22046,Geoff Ogilvy,0
42,-1,58164,Kohei Okada,0
42,-1,06373,José María Olazábal,0
42,-1,33968,Thorbjørn Olesen,0
42,-1,55623,Kaito Onishi,0
42,-1,26329,Louis Oosthuizen,0
42,-1,39262,Alvaro Ortiz,0
42,-1,33667,Carlos Ortiz,0
42,-1,34575,Adrian Otaegui,0
42,-1,31016,Tomoharu Otsuki,0
42,-1,28475,Jeff Overton,0
42,-1,59160,John Pak,0
42,-1,23320,Ryan Palmer,0
42,-1,29908,C.T. Pan,0
42,-1,55892,Étienne Papineau,0
42,-1,32797,Sanghyun Park,0
42,-1,50490,Chase Parker,0
42,-1,28723,John Parry,0
42,-1,48051,Yannik Paul,0
42,-1,48153,Matthieu Pavon,0
42,-1,54916,Rhadames Pena,0
42,-1,40250,Taylor Pendrith,0
42,-1,51003,Marco Penge,0
42,-1,34709,Eddie Pepperell,0
42,-1,22056,Cameron Percy,0
42,-1,47806,Raul Pereda,0
42,-1,48129,Corey Pereira,0
42,-1,47529,Mito Pereira,0
42,-1,47679,Victor Perez,0
42,-1,25345,Carl Pettersson,0
42,-1,57900,Chandler Phillips,0
42,-1,25818,Scott Piercy,0
42,-1,33293,Thomas Pieters,0
42,-1,51316,Kenny Pigman,0
42,-1,25240,D.A. Points,0
42,-1,60365,Charles Porter,0
42,-1,49771,J.T. Poston,0
42,-1,63343,Aldrich Potgieter,0
42,-1,27556,Ted Potter Jr.,0
42,-1,61193,David Puig,0
42,-1,32394,Tapio Pulkkanen,0
42,-1,21959,Ted Purdy,0
42,-1,34256,Andrew Putnam,0
42,-1,46414,Aaron Rai,0
42,-1,58594,Spencer Ralston,0
42,-1,47983,Chad Ramey,0
42,-1,29531,Richie Ramsay,0
42,-1,52287,David Ravetto,0
42,-1,26476,Chez Reavie,0
42,-1,58623,Garett Reband,0
42,-1,53165,Doc Redman,0
42,-1,34360,Patrick Reed,0
42,-1,29476,Kyle Reifers,0
42,-1,33735,Gabe Reynolds,0
42,-1,63011,Quinn Riley,0
42,-1,45847,JC Ritchie,0
42,-1,45165,Graeme Robertson,0
42,-1,65374,Brandon Robinson Thompson,0
42,-1,36699,Patrick Rodgers,0
42,-1,32058,José de Jesús Rodríguez,0
42,-1,50673,Martin Rohwer,0
42,-1,64751,Eric Rolland,0
42,-1,22913,John Rollins,0
42,-1,39335,Kevin Roy,0
42,0,66122,Scott Roy,0
42,-1,46646,Antoine Rozner,0
42,-1,39251,Ryan Ruffels,0
42,-1,45538,Matt Ryan,0
42,-1,37275,Sam Ryder,0
42,-1,64457,Diego Saavedra-Davila,0
42,-1,23621,Rory Sabbatini,0
42,-1,34371,Adrien Saddier,0
42,-1,56781,Isaiah Salinda,0
42,-1,33568,Kalle Samooja,0
42,-1,64753,Chris Sanger,0
42,-1,64442,Gordon Sargent,0
42,-1,29223,Sam Saunders,0
42,-1,45582,Jared Sawada,0
42,-1,55670,Alex Schaake,0
42,-1,57737,Jayden Schaper,0
42,-1,48081,Xander Schauffele,0
42,-1,47347,Adam Schenk,0
42,-1,48867,Matti Schmid,0
42,-1,31242,Marcel Schneider,0
42,-1,58690,Freddy Schott,0
42,-1,27986,Jesse Schutte,0
42,-1,34610,Matthias Schwab,0
42,-1,26331,Charl Schwartzel,0
42,-1,48156,Robin Sciot-Siegrist,0
42,-1,24502,Adam Scott,0
42,-1,31569,Jason Scrivener,0
42,-1,47888,Taiga Semikawa,0
42,-1,49022,Yoseop Seo,0
42,-1,39113,Shubhankar Sharma,0
42,-1,59548,Matt Sharpstene,0
42,-1,63181,Braden Shattuck,0
42,-1,46441,Robby Shelton,0
42,-1,52583,Sanghun Shin,0
42,-1,46035,Callum Shinkwin,0
42,-1,23481,Marcel Siem,0
42,-1,63548,Chase Sienkiewicz,0
42,-1,51890,Greyson Sigg,0
42,-1,37410,Hiram Silfa,0
42,-1,39327,Ben Silverman,0
42,-1,60586,Isaac Simmons,0
42,-1,37052,Martin Simonsen,0
42,-1,29221,Webb Simpson,0
42,-1,26490,Michael Sims,0
42,-1,06567,Vijay Singh,0
42,-1,33486,Roger Sloan,0
42,-1,46340,Alex Smalley,0
42,-1,35891,Cameron Smith,0
42,-1,46464,Jordan Smith,0
42,-1,50095,Austin Smotherman,0
42,-1,47078,Travis Smyth,0
42,-1,27649,Brandt Snedeker,0
42,-1,46405,Sebastian Soderberg,0
42,-1,58669,Jacob Solomon,0
42,-1,56297,John Somers,0
42,-1,36521,Young-han Song,0
42,-1,26757,Greg Sonnier,0
42,-1,40181,Clément Sordet,0
42,-1,35174,Matthew Southgate,0
42,-1,39324,J.J. Spaun,0
42,-1,50717,Josh Speight,0
42,-1,58190,Andy Spencer,0
42,-1,34046,Jordan Spieth,0
42,-1,50484,Hayden Springer,0
42,-1,59191,Vijay Srinivasan,0
42,-1,26679,Kevin Stadler,0
42,-1,30692,Scott Stallings,0
42,-1,54364,Stephen Stallings Jr.,0
42,-1,30110,Kyle Stanley,0
42,-1,29518,Brendan Steele,0
42,-1,63455,Ross Steelman,0
42,-1,29485,Brett Stegmaier,0
42,-1,21528,Henrik Stenson,0
42,-1,55893,Sam Stevens,0
42,-1,35913,Michael Stewart,0
42,-1,34431,Robert Streb,0
42,-1,27214,Kevin Streelman,0
42,-1,06527,Steve Stricker,0
42,-1,27963,Chris Stroud,0
42,-1,33023,Ockie Strydom,0
42,-1,31560,Brian Stuard,0
42,-1,60019,Jackson Suber,0
42,-1,50493,Justin Suh,0
42,-1,35314,Andy Sullivan,0
42,-1,57298,Preston Summerhays,0
42,-1,64054,Caleb Surratt,0
42,-1,29425,Andrew Svoboda,0
42,-1,11563,Kim Swan,0
42,-1,50584,Connor Syme,0
42,-1,35725,Sebastian Szirmak,0
42,-1,48699,Callum Tarren,0
42,-1,48929,Santiago Tarrio,0
42,-1,48119,Ben Taylor,0
42,-1,23325,Vaughn Taylor,0
42,-1,27330,Josh Teater,0
42,-1,33448,Justin Thomas,0
42,-1,10381,Curtis Thompson,0
42,-1,58168,Davis Thompson,0
42,-1,40027,Lexi Thompson,0
42,-1,32150,Michael Thompson,0
42,-1,57364,Michael Thorbjornsen,0
42,-1,30927,Brendon Todd,0
42,-1,35807,José Toledo,0
42,-1,38991,Alejandro Tosti,0
42,-1,56490,Travis Trace,0
42,-1,23788,D.J. Trahan,0
42,-1,35617,Martin Trainer,0
42,-1,60020,Johnny Travale,0
42,-1,45733,Austen Truslow,0
42,-1,32333,Kevin Tway,0
42,-1,08385,Omar Uresti,0
42,-1,65110,Brendan Valdes,0
42,-1,52666,Sami Valimaki,0
42,-1,32659,Darius Van Driel,0
42,-1,23623,Bo Van Pelt,0
42,-1,65443,Caleb VanArragon,0
42,-1,55573,John VanDerLaan,0
42,-1,37189,Harold Varner III,0
42,-1,35469,Sebastián Vázquez,0
42,-1,48640,Johannes Veerman,0
42,-1,27064,Jhonattan Vegas,0
42,-1,63123,Travis Vick,0
42,-1,54304,Karl Vilips,0
42,-1,50743,Nicolai Von Dellingshausen,0
42,-1,59203,Joey Vrzich,0
42,-1,26951,Johnson Wagner,0
42,-1,25632,Jimmy Walker,0
42,-1,63776,Jack Wall,0
42,-1,27140,Justin Walters,0
42,-1,48705,Dalton Ward,0
42,-1,31113,Paul Waring,0
42,-1,25841,Marc Warren,0
42,-1,27095,Nick Watney,0
42,-1,25804,Bubba Watson,0
42,-1,26289,Boo Weekley,0
42,-1,12794,Tim Weinhart,0
42,-1,10423,Mike Weir,0
42,-1,60021,Patrick Welch,0
42,-1,46628,Jeremy Wells,0
42,-1,58967,Trevor Werbylo,0
42,-1,47128,Richy Werenski,0
42,0,30681,Eric West,0
42,-1,52411,Kyle Westmoreland,0
42,-1,51894,Vince Whaley,0
42,-1,50992,Brett White,0
42,-1,33117,Dale Whitnell,0
42,-1,50474,Tim Widing,0
42,-1,33936,Gunner Wiebe,0
42,-1,59534,Brice Wilkinson,0
42,-1,32139,Danny Willett,0
42,0,47579,Kyle Wilshire,0
42,-1,55940,Andrew Wilson,0
42,-1,27506,Oliver Wilson,0
42,-1,50154,Joseph Winslow,0
42,-1,49964,Aaron Wise,0
42,-1,52635,JJ Wood,0
42,-1,31323,Gary Woodland,0
42,-1,08793,Tiger Woods,0
42,-1,50012,Wyatt Worthington II,0
42,-1,33870,Ashun Wu,0
42,-1,52374,Brandon Wu,0
42,-1,54783,Dylan Wu,0
42,-1,57865,Alexander Yang,0
42,-1,24663,Y.E. Yang,0
42,-1,59811,Kazuki Yasumori,0
42,-1,57366,Cameron Young,0
42,-1,52513,Carson Young,0
42,-1,45242,Kevin Yu,0
42,-1,55454,Carl Yuan,0
42,-1,47483,Will Zalatoris,0
42,-1,29939,Fabrizio Zanotti,0
42,0,36698,Andy Zhang,0
42,-1,50153,Jiri Zuska,0